"","Date","Time","Lon","Lat","FishNASC"
"380",20151029," 07:45:04.3760",-5.01583783,55.84579112,1585.612715
"381",20151029," 07:48:56.7350",-5.02314,55.85366833,754.180863
"382",20151029," 07:52:52.0950",-5.02879432,55.86211224,324.728722
"383",20151029," 07:56:49.4700",-5.04181119,55.86558677,313.249206
"384",20151029," 08:00:42.8290",-5.05605793,55.86969623,1306.001887
"385",20151029," 08:04:43.1880",-5.070155,55.873075,93.179386
"386",20151029," 08:08:53.5790",-5.06123746,55.88027614,933.331043
"387",20151029," 08:13:04.9850",-5.05050133,55.88680309,442.753058
"388",20151029," 08:17:13.3600",-5.060175,55.893805,2473.062929
"389",20151029," 08:21:17.7510",-5.06827333,55.901065,505.515207
"390",20151029," 08:25:21.1260",-5.06184333,55.90925667,11753.391264
"391",20151029," 08:29:29.5160",-5.05886694,55.91829969,6543.340229
"392",20151029," 09:14:18.6880",-5.06063167,55.91965,2253.822166
"393",20151029," 09:18:29.0950",-5.06891187,55.92754026,21939.967996
"394",20151029," 09:22:35.4700",-5.07708103,55.9351027,7937.775318
"395",20151029," 09:26:45.8600",-5.08057268,55.9438192,7829.316349
"396",20151029," 09:30:55.2510",-5.08145833,55.95269995,1857.750174
"397",20151029," 09:35:04.6410",-5.08740267,55.96003089,4038.733359
"398",20151029," 09:39:20.0320",-5.10225501,55.96344251,2042.597656
"399",20151029," 09:43:41.4380",-5.1077341,55.9709754,528.316176
